ID,OUTPUT,DURATION,INPUT 1 SYMBOL,INPUT 1 AMOUNT,INPUT 2 SYMBOL,INPUT 2 AMOUNT,YIELD,POWER COST,XP PER OUTPUT,COST SYMBOL,COST AMOUNT,EVENT,PRODUCTION PER DAY,OUTPUT CHANGE,DURATION CHANGE,PRODUCTION CHANGE,INPUT 1 CONSUMPTION PER DAY,INPUT 1 PRODUCTION PER DAY AT SAME VALUE,INPUT 2 CONSUMPTION PER DAY,INPUT 2 PRODUCTION PER DAY AT SAME VALUE,OUTPUT PER BATTERY,XP PER DAY,XP PER BATTERY
COPPER_28,121,7:55:08,SAND,"3,630.00",,,100.00%,"16,789","2,000",SCREWS,95,,,3,0:01:33,2.21%,"11,001.60","11,946.00",,,,"733,440.00",14
COPPER_29,124,7:56:55,SAND,"3,720.00",,,100.00%,"16,969","2,000",SCREWS,115,,,3,0:01:48,2.09%,"11,232.00","12,140.00",,,,"748,800.00",15
COPPER_30,127,8:00:00,SAND,"3,810.00",,,100.00%,"17,145","2,000",SCREWS,150,,,3,0:03:05,1.76%,"11,430.00","12,140.00",,,,"762,000.00",15
,,,,,,,,,,,,,,,,,,,,,,,
SEAWATER_1,1,2:00:00,WATER,16.00,,,100.00%,625,"3,250",WATER,3,,,0,0:00:00,0%,192.00,,,,,"39,000.00",5
SEAWATER_2,1,2:00:00,WATER,12.00,,,133.35%,625,"3,250",COPPER,6,,,0,0:00:00,0%,143.98,,,,,"39,000.00",5
SEAWATER_3,1,2:00:00,WATER,10.00,,,160.00%,625,"3,250",COPPER,10,,,0,0:00:00,0%,120.00,,,,,"39,000.00",5
SEAWATER_4,1,2:00:00,WATER,8.80,,,181.85%,625,"3,250",COPPER,14,,,0,0:00:00,0%,105.58,,,,,"39,000.00",5
SEAWATER_5,1,2:00:00,WATER,8.00,,,200.00%,625,"3,250",COPPER,20,,,0,0:00:00,0%,96.00,,,,,"39,000.00",5
SEAWATER_6,2,2:00:00,WATER,16.00,,,200.00%,"1,246","3,250",STEEL,5,,,1,0:00:00,100%,192.00,,,,,"78,000.00",5
SEAWATER_7,4,3:30:00,WATER,32.00,,,200.00%,"2,480","3,250",STEEL,7,,,2,1:30:00,14.29%,219.43,,,,,"89,142.86",5
SEAWATER_8,7,5:15:00,WATER,56.00,,,200.00%,"4,326","3,250",STEEL,9,,,3,1:45:00,16.67%,256.00,,,,,"104,000.00",5
SEAWATER_9,10,6:45:00,WATER,80.00,,,200.00%,"6,150","3,250",STEEL,11,,,3,1:30:00,11.11%,284.44,,,,,"115,555.56",5
SEAWATER_10,10,6:15:00,WATER,77.34,,,206.88%,"6,150","3,250",STEEL,14,,,0,-0:30:00,8%,296.99,,,,,"124,800.00",5
SEAWATER_11,10,5:50:00,WATER,75.07,,,213.15%,"6,150","3,250",STEEL,17,,,0,-0:25:00,7.14%,308.84,,,,,"133,714.29",5
SEAWATER_12,10,5:30:00,WATER,73.08,,,218.93%,"6,150","3,250",STEEL,20,,,0,-0:20:00,6.06%,318.91,,,,,"141,818.18",5
SEAWATER_13,10,5:15:00,WATER,71.34,,,224.27%,"6,150","3,250",STEEL,24,,,0,-0:15:00,4.76%,326.14,,,,,"148,571.43",5
SEAWATER_14,10,5:00:00,WATER,69.79,,,229.25%,"6,150","3,250",STEEL,29,,,0,-0:15:00,5%,335.01,,,,,"156,000.00",5
SEAWATER_15,10,4:45:00,WATER,68.41,,,233.90%,"6,150","3,250",STEEL,35,,,0,-0:15:00,5.26%,345.63,,,,,"164,210.53",5
SEAWATER_16,10,4:35:00,WATER,67.15,,,238.28%,"6,150","3,250",STEEL,42,,,0,-0:10:00,3.64%,351.61,,,,,"170,181.82",5
SEAWATER_17,10,4:25:00,WATER,66.01,,,242.40%,"6,150","3,250",SCREWS,17,,,0,-0:10:00,3.77%,358.68,,,,,"176,603.77",5
SEAWATER_18,10,4:15:00,WATER,64.96,,,246.30%,"6,150","3,250",SCREWS,20,,,0,-0:10:00,3.92%,366.84,,,,,"183,529.41",5
SEAWATER_19,10,4:00:00,WATER,64.00,,,250.00%,"6,150","3,250",SCREWS,24,,,0,-0:15:00,6.25%,384.00,,,,,"195,000.00",5
SEAWATER_20,13,5:00:00,WATER,83.20,,,250.00%,"7,956","3,250",SCREWS,28,,,3,1:00:00,4%,399.36,,,,,"202,800.00",5
SEAWATER_21,17,6:12:00,WATER,108.80,,,250.00%,"10,370","3,250",SCREWS,33,,,4,1:12:00,5.46%,421.16,,,,,"213,870.97",5
SEAWATER_22,22,7:40:00,WATER,140.80,,,250.00%,"13,376","3,250",SCREWS,39,,,5,1:28:00,4.65%,440.77,,,,,"223,826.09",5
SEAWATER_23,26,8:42:00,WATER,166.40,,,250.00%,"15,730","3,250",SCREWS,47,,,4,1:02:00,4.14%,459.03,,,,,"233,103.45",5
SEAWATER_24,29,9:20:00,WATER,185.60,,,250.00%,"17,458","3,250",SCREWS,55,,,3,0:38:00,3.97%,477.26,,,,,"242,357.14",5
SEAWATER_25,30,9:20:00,WATER,192.00,,,250.00%,"18,000","3,250",SCREWS,65,,,1,0:00:00,3.45%,493.71,,,,,"250,714.29",5
SEAWATER_26,30,9:00:00,WATER,192.00,,,250.00%,"18,000","3,250",SCREWS,77,,,0,-0:20:00,3.7%,512.00,,,,,"260,000.00",5
SEAWATER_27,30,8:43:00,WATER,180.68,,,265.66%,"18,000","3,250",SCREWS,91,,,0,-0:17:00,3.25%,497.48,,,,,"268,451.24",5
SEAWATER_28,30,8:28:00,WATER,172.17,,,278.79%,"18,000","3,250",SCREWS,108,,,0,-0:15:00,2.95%,488.05,,,,,"276,377.95",5
SEAWATER_29,30,8:14:00,WATER,165.47,,,290.08%,"18,000","3,250",SCREWS,127,,,0,-0:14:00,2.83%,482.34,,,,,"284,210.53",5
SEAWATER_30,30,8:00:00,WATER,160.00,,,300.00%,"18,000","3,250",SCREWS,150,,,0,-0:14:00,2.92%,480.00,,,,,"292,500.00",5
,,,,,,,,,,,,,,,,,,,,,,,
HEAT_1,1,2:30:00,FIRE,18.00,,,100.00%,"1,000","4,500",FIRE,2,,,0,0:00:00,0%,172.80,,,,,"43,199.99",5
HEAT_2,1,2:30:00,FIRE,13.50,,,133.35%,"1,000","4,500",COPPER,6,,,0,0:00:00,0%,129.58,,,,,"43,199.99",5
HEAT_3,1,2:30:00,FIRE,11.25,,,160.00%,"1,000","4,500",COPPER,10,,,0,0:00:00,0%,108.00,,,,,"43,199.99",5
HEAT_4,1,2:30:00,FIRE,9.90,,,181.85%,"1,000","4,500",COPPER,14,,,0,0:00:00,0%,95.02,,,,,"43,199.99",5
HEAT_5,1,2:30:00,FIRE,9.00,,,200.00%,"1,000","4,500",COPPER,20,,,0,0:00:00,0%,86.40,,,,,"43,199.99",5
HEAT_6,2,2:30:00,FIRE,18.00,,,200.00%,"1,990","4,500",STEEL,5,,,1,0:00:00,100%,172.80,,,,,"86,399.97",5
HEAT_7,3,3:25:00,FIRE,27.00,,,200.00%,"2,970","4,500",STEEL,7,,,1,0:55:00,9.76%,189.66,,,,,"94,829.28",5
HEAT_8,5,5:16:00,FIRE,45.00,,,200.00%,"4,950","4,500",STEEL,9,,,2,1:51:00,8.12%,205.06,,,,,"102,531.67",5
HEAT_9,8,8:00:00,FIRE,72.00,,,200.00%,"7,880","4,500",STEEL,11,,,3,2:44:00,5.33%,216.00,,,,,"108,000.01",5
HEAT_10,8,7:05:00,FIRE,69.61,,,206.88%,"7,880","4,500",STEEL,14,,,0,-0:55:00,12.94%,235.84,,,,,"121,976.47",5
HEAT_11,8,6:24:00,FIRE,67.56,,,213.15%,"7,880","4,500",STEEL,17,,,0,-0:41:00,10.68%,253.34,,,,,"134,999.98",5
HEAT_12,8,5:52:00,FIRE,65.77,,,218.93%,"7,880","4,500",STEEL,20,,,0,-0:32:00,9.09%,269.08,,,,,"147,272.75",5
HEAT_13,8,5:27:00,FIRE,64.21,,,224.27%,"7,880","4,500",STEEL,24,,,0,-0:25:00,7.65%,282.75,,,,,"158,532.13",5
HEAT_14,8,5:06:00,FIRE,62.81,,,229.25%,"7,880","4,500",STEEL,29,,,0,-0:21:00,6.86%,295.59,,,,,"169,411.76",5
HEAT_15,8,4:48:00,FIRE,61.56,,,233.90%,"7,880","4,500",STEEL,35,,,0,-0:18:00,6.25%,307.82,,,,,"180,000.00",5
HEAT_16,8,4:34:00,FIRE,60.43,,,238.28%,"7,880","4,500",STEEL,42,,,0,-0:14:00,5.11%,317.60,,,,,"189,197.06",5
HEAT_17,8,4:21:00,FIRE,59.41,,,242.40%,"7,880","4,500",SCREWS,17,,,0,-0:13:00,4.98%,327.76,,,,,"198,620.69",5
HEAT_18,8,4:10:00,FIRE,58.47,,,246.30%,"7,880","4,500",SCREWS,20,,,0,-0:11:00,4.4%,336.76,,,,,"207,360.01",5
HEAT_19,8,4:00:00,FIRE,57.60,,,250.00%,"7,880","4,500",SCREWS,24,,,0,-0:10:00,4.17%,345.60,,,,,"215,999.96",5
HEAT_20,10,4:36:00,FIRE,72.00,,,250.00%,"9,800","4,500",SCREWS,28,,,2,0:36:00,8.7%,375.65,,,,,"234,782.57",5
HEAT_21,13,5:36:00,FIRE,93.60,,,250.00%,"12,675","4,500",SCREWS,33,,,3,1:00:00,6.79%,401.14,,,,,"250,714.32",5
HEAT_22,17,6:57:00,FIRE,122.40,,,250.00%,"16,575","4,500",SCREWS,39,,,4,1:21:00,5.37%,422.68,,,,,"264,172.69",5
HEAT_23,21,8:12:00,FIRE,151.20,,,250.00%,"20,412","4,500",SCREWS,47,,,4,1:15:00,4.7%,442.54,,,,,"276,585.34",5
HEAT_24,25,9:23:00,FIRE,180.00,,,250.00%,"24,250","4,500",SCREWS,55,,,4,1:11:00,4.03%,460.39,,,,,"287,744.24",5
HEAT_25,25,9:04:00,FIRE,180.00,,,250.00%,"24,250","4,500",SCREWS,65,,,0,-0:19:00,3.49%,476.47,,,,,"297,794.10",5
HEAT_26,25,8:48:00,FIRE,180.00,,,250.00%,"24,250","4,500",SCREWS,77,,,0,-0:16:00,3.03%,490.91,,,,,"306,818.15",5
HEAT_27,25,8:33:00,FIRE,169.39,,,265.66%,"24,250","4,500",SCREWS,91,,,0,-0:15:00,2.92%,475.48,,,,,"315,789.47",5
HEAT_28,25,8:21:00,FIRE,161.41,,,278.79%,"24,250","4,500",SCREWS,108,,,0,-0:12:00,2.4%,463.94,,,,,"323,353.26",5
HEAT_29,25,8:10:00,FIRE,155.13,,,290.08%,"24,250","4,500",SCREWS,127,,,0,-0:11:00,2.24%,455.89,,,,,"330,612.22",5
HEAT_30,25,8:00:00,FIRE,150.00,,,300.00%,"24,250","4,500",SCREWS,150,,,0,-0:10:00,2.08%,450.00,,,,,"337,500.03",5
,,,,,,,,,,,,,,,,,,,,,,,
ALGAE_1,1,6:00:00,SEAWATER,4.00,,,100.00%,"5,000","21,000",SEAWATER,1,,,0,0:00:00,0%,16.00,12.00,,,,"84,000.00",4
ALGAE_2,2,10:00:00,SEAWATER,7.92,,,101.05%,"9,976","21,000",STEEL,3,,,1,4:00:00,20%,19.00,12.00,,,,"100,799.92",4
ALGAE_3,2,8:30:00,SEAWATER,7.84,,,102.06%,"9,976","21,000",STEEL,5,,,0,-1:30:00,17.65%,22.13,24.00,,,,"118,588.12",4
ALGAE_4,2,7:30:00,SEAWATER,7.76,,,103.04%,"9,976","21,000",STEEL,8,,,0,-1:00:00,13.33%,24.84,32.00,,,,"134,400.00",4
ALGAE_5,4,13:30:00,SEAWATER,15.39,,,103.97%,"19,744","21,000",STEEL,11,,,2,6:00:00,11.11%,27.36,35.56,,,,"149,333.33",4
ALGAE_6,4,12:00:00,SEAWATER,15.26,,,104.88%,"19,744","21,000",STEEL,15,,,0,-1:30:00,12.5%,30.51,41.14,,,,"168,000.00",4
ALGAE_7,4,10:30:00,SEAWATER,15.13,,,105.75%,"19,744","21,000",STEEL,20,,,0,-1:30:00,14.29%,34.58,43.64,,,,"192,000.00",4
ALGAE_8,4,9:00:00,SEAWATER,15.01,,,106.59%,"19,744","21,000",STEEL,26,,,0,-1:30:00,16.67%,40.03,48.00,,,,"224,000.00",4
ALGAE_9,4,8:00:00,SEAWATER,14.90,,,107.41%,"19,744","21,000",STEEL,34,,,0,-1:00:00,12.5%,44.69,50.53,,,,"252,000.25",4
ALGAE_10,6,11:30:00,SEAWATER,22.18,,,108.20%,"28,512","21,000",SCREWS,15,,,2,3:30:00,4.35%,46.29,54.34,,,,"262,956.34",4
ALGAE_11,6,10:30:00,SEAWATER,22.02,,,108.97%,"28,512","21,000",SCREWS,19,,,0,-1:00:00,9.52%,50.34,56.47,,,,"288,000.00",4
ALGAE_12,6,9:30:00,SEAWATER,21.88,,,109.71%,"28,512","21,000",SCREWS,24,,,0,-1:00:00,10.53%,55.27,60.00,,,,"318,316.06",4
ALGAE_13,6,8:45:00,SEAWATER,21.73,,,110.44%,"28,512","21,000",SCREWS,30,,,0,-0:45:00,8.57%,59.61,65.81,,,,"345,600.32",4
ALGAE_14,6,8:00:00,SEAWATER,21.59,,,111.14%,"28,512","21,000",SCREWS,38,,,0,-0:45:00,9.38%,64.78,68.87,,,,"378,000.38",4
ALGAE_15,8,10:30:00,SEAWATER,28.62,,,111.83%,"37,600","21,000",SCREWS,48,,,2,2:30:00,1.59%,65.41,71.72,,,,"384,000.00",4
ALGAE_16,8,9:30:00,SEAWATER,28.45,,,112.49%,"37,600","21,000",SCREWS,61,,,0,-1:00:00,10.53%,71.87,77.14,,,,"424,421.41",4
ALGAE_17,8,9:00:00,SEAWATER,28.28,,,113.14%,"37,600","21,000",SCREWS,76,,,0,-0:30:00,5.56%,75.42,80.00,,,,"448,000.00",4
ALGAE_18,8,8:30:00,SEAWATER,28.12,,,113.78%,"37,600","21,000",SCREWS,96,,,0,-0:30:00,5.88%,79.41,85.04,,,,"474,352.49",4
ALGAE_19,8,8:00:00,SEAWATER,27.97,,,114.40%,"37,600","21,000",SCREWS,120,,,0,-0:30:00,6.25%,83.92,87.45,,,,"504,000.50",4
ALGAE_20,10,8:00:00,SEAWATER,34.78,,,115.00%,"42,500","21,000",SCREWS,150,,,2,0:00:00,25%,104.35,90.00,,,,"630,000.63",5
,,,,,,,,,,,,,,,,,,,,,,,
LAVA_1,1,8:00:00,HEAT,4.00,,,100.00%,"8,335","30,000",HEAT,1,,,0,0:00:00,0%,12.00,9.60,,,,"90,000.09",4
LAVA_2,2,13:00:00,HEAT,7.92,,,101.05%,"16,630","30,000",STEEL,3,,,1,5:00:00,23.08%,14.62,9.60,,,,"110,769.16",4
LAVA_3,2,11:30:00,HEAT,7.84,,,102.06%,"16,630","30,000",STEEL,5,,,0,-1:30:00,13.04%,16.36,19.20,,,,"125,217.30",4
LAVA_4,2,10:30:00,HEAT,7.76,,,103.04%,"16,630","30,000",STEEL,8,,,0,-1:00:00,9.52%,17.75,22.78,,,,"137,142.86",4
LAVA_5,3,15:00:00,HEAT,11.54,,,103.97%,"24,690","30,000",STEEL,11,,,1,4:30:00,5%,18.47,24.00,,,,"144,000.00",4
LAVA_6,3,13:15:00,HEAT,11.44,,,104.88%,"24,690","30,000",STEEL,15,,,0,-1:45:00,13.21%,20.72,30.00,,,,"163,018.97",4
LAVA_7,3,11:45:00,HEAT,11.35,,,105.75%,"24,690","30,000",STEEL,20,,,0,-1:30:00,12.77%,23.18,32.73,,,,"183,829.91",4
LAVA_8,3,10:30:00,HEAT,11.26,,,106.59%,"24,690","30,000",STEEL,26,,,0,-1:15:00,11.9%,25.73,37.65,,,,"205,714.29",4
LAVA_9,3,9:30:00,HEAT,11.17,,,107.41%,"24,690","30,000",STEEL,34,,,0,-1:00:00,10.53%,28.22,40.00,,,,"227,368.61",4
LAVA_10,4,12:30:00,HEAT,14.79,,,108.20%,"32,540","30,000",STEEL,44,,,1,3:00:00,1.33%,28.39,42.04,,,,"230,400.15",4
LAVA_11,4,11:30:00,HEAT,14.68,,,108.97%,"32,540","30,000",STEEL,56,,,0,-1:00:00,8.7%,30.64,46.08,,,,"250,434.61",4
LAVA_12,4,10:15:00,HEAT,14.58,,,109.71%,"32,540","30,000",SCREWS,24,,,0,-1:15:00,12.2%,34.15,48.00,,,,"280,975.83",4
LAVA_13,4,9:00:00,HEAT,14.49,,,110.44%,"32,540","30,000",SCREWS,30,,,0,-1:15:00,13.89%,38.63,55.71,,,,"320,000.00",4
LAVA_14,4,8:00:00,HEAT,14.40,,,111.14%,"32,540","30,000",SCREWS,38,,,0,-1:00:00,12.5%,43.19,58.71,,,,"360,000.36",4
LAVA_15,6,11:30:00,HEAT,21.46,,,111.83%,"47,010","30,000",SCREWS,48,,,2,3:30:00,4.35%,44.79,61.46,,,,"375,651.91",4
LAVA_16,6,10:15:00,HEAT,21.34,,,112.49%,"47,010","30,000",SCREWS,61,,,0,-1:15:00,12.2%,49.96,66.18,,,,"421,463.74",4
LAVA_17,6,9:30:00,HEAT,21.21,,,113.14%,"47,010","30,000",SCREWS,76,,,0,-0:45:00,7.89%,53.59,68.18,,,,"454,737.23",4
LAVA_18,6,8:45:00,HEAT,21.09,,,113.78%,"47,010","30,000",SCREWS,96,,,0,-0:45:00,8.57%,57.86,71.86,,,,"493,714.74",4
LAVA_19,6,8:00:00,HEAT,20.98,,,114.40%,"47,010","30,000",SCREWS,120,,,0,-0:45:00,9.38%,62.94,73.47,,,,"540,000.54",4
LAVA_20,8,8:00:00,HEAT,27.83,,,115.00%,"56,680","30,000",SCREWS,150,,,2,0:00:00,33.33%,83.48,75.00,,,,"720,000.72",4
,,,,,,,,,,,,,,,,,,,,,,,
CERAMICS_1,1,10:00:00,CLAY,300.00,SEAWATER,3.00,100.00%,"11,120","40,000",SEAWATER,1,,,0,0:00:00,0%,720.00,"2,880.00",7.20,12.00,,"95,999.92",4
CERAMICS_2,2,16:00:00,CLAY,593.77,SEAWATER,5.94,101.05%,"22,180","40,000",STEEL,3,,,1,6:00:00,25%,890.65,"20,736.00",8.91,12.00,,"119,999.94",4
CERAMICS_3,2,14:00:00,CLAY,587.89,SEAWATER,5.88,102.06%,"22,180","40,000",STEEL,5,,,0,-2:00:00,14.29%,"1,007.81","21,312.00",10.08,24.00,,"137,142.94",4
CERAMICS_4,2,12:30:00,CLAY,582.30,SEAWATER,5.82,103.04%,"22,180","40,000",STEEL,8,,,0,-1:30:00,12%,"1,118.01","22,320.00",11.18,32.00,,"153,600.10",4
CERAMICS_5,3,17:30:00,CLAY,865.63,SEAWATER,8.66,103.97%,"32,940","40,000",SCREWS,4,,,1,5:00:00,7.14%,"1,187.16","23,208.00",11.87,38.40,,"164,571.35",4
CERAMICS_6,3,15:30:00,CLAY,858.12,SEAWATER,8.58,104.88%,"32,940","40,000",SCREWS,5,,,0,-2:00:00,12.9%,"1,328.71","23,616.00",13.29,41.14,,"185,806.55",4
CERAMICS_7,3,13:45:00,CLAY,851.06,SEAWATER,8.51,105.75%,"32,940","40,000",SCREWS,7,,,0,-1:45:00,12.73%,"1,485.49","24,360.00",14.86,43.64,,"209,454.42",4
CERAMICS_8,3,12:15:00,CLAY,844.36,SEAWATER,8.44,106.59%,"32,940","40,000",SCREWS,9,,,0,-1:30:00,12.24%,"1,654.25","24,708.00",16.54,48.00,,"235,101.89",4
CERAMICS_9,3,11:00:00,CLAY,837.91,SEAWATER,8.38,107.41%,"32,940","40,000",SCREWS,11,,,0,-1:15:00,11.36%,"1,828.17","25,044.00",18.28,50.53,,"261,818.37",4
CERAMICS_10,4,14:30:00,CLAY,"1,109.06",SEAWATER,11.09,108.20%,"43,600","40,000",CERAMICS,66,,,1,3:30:00,1.15%,"1,835.68","25,680.00",18.36,52.36,,"264,827.44",4
CERAMICS_11,4,13:00:00,CLAY,"1,101.22",SEAWATER,11.01,108.97%,"43,600","40,000",CERAMICS,84,,,0,-1:30:00,11.54%,"2,033.02","26,268.00",20.33,56.47,,"295,384.43",4
CERAMICS_12,4,11:45:00,CLAY,"1,093.79",SEAWATER,10.94,109.71%,"43,600","40,000",CERAMICS,107,,,0,-1:15:00,10.64%,"2,234.13","26,544.00",22.34,60.00,,"326,808.73",4
CERAMICS_13,4,10:45:00,CLAY,"1,086.56",SEAWATER,10.87,110.44%,"43,600","40,000",STONE,45,,,0,-1:00:00,9.3%,"2,425.81","27,060.00",24.26,65.81,,"357,209.04",4
CERAMICS_14,4,10:00:00,CLAY,"1,079.72",SEAWATER,10.80,111.14%,"43,600","40,000",STONE,57,,,0,-0:45:00,7.5%,"2,591.32","27,300.00",25.91,68.87,,"383,999.69",4
CERAMICS_15,5,12:30:00,CLAY,"1,341.32",SEAWATER,13.41,111.83%,"54,500","40,000",CEMENT,11,,,1,2:30:00,0%,"2,575.34","27,744.00",25.75,71.72,,"384,000.25",4
CERAMICS_16,5,11:00:00,CLAY,"1,333.45",SEAWATER,13.33,112.49%,"54,500","40,000",CEMENT,14,,,0,-1:30:00,13.64%,"2,909.35","27,948.00",29.09,77.14,,"436,363.95",4
CERAMICS_17,5,9:45:00,CLAY,"1,325.79",SEAWATER,13.26,113.14%,"54,500","40,000",ACID,38,,,0,-1:15:00,12.82%,"3,263.49","28,320.00",32.64,80.00,,"492,307.69",4
CERAMICS_18,5,8:45:00,CLAY,"1,318.33",SEAWATER,13.18,113.78%,"54,500","40,000",ACID,48,,,0,-1:00:00,11.43%,"3,616.00","28,488.00",36.16,85.04,,"548,571.93",4
CERAMICS_19,5,8:00:00,CLAY,"1,311.19",SEAWATER,13.11,114.40%,"54,500","40,000",ACID,60,,,0,-0:45:00,9.38%,"3,933.57","28,650.79",39.34,87.45,,"600,000.60",4
CERAMICS_20,6,8:00:00,CLAY,"1,565.22",SEAWATER,15.65,115.00%,"63,000","40,000",PLASTICS,9,,,1,0:00:00,20%,"4,695.66","28,650.79",46.96,90.00,,"720,000.72",4
,,,,,,,,,,,,,,,,,,,,,,,
STEEL_1,1,12:00:00,COPPER,5.00,,,100.00%,"5,000","100,000",COPPER,2,,,0,0:00:00,0%,10.00,24.00,,,,"200,000.00",20
STEEL_2,1,11:20:00,COPPER,4.86,,,102.97%,"5,000","100,000",STEEL,3,,,0,-0:40:00,5.88%,10.28,123.60,,,,"211,764.81",20
STEEL_3,1,10:50:00,COPPER,4.74,,,105.46%,"5,000","100,000",STEEL,5,,,0,-0:30:00,4.62%,10.50,139.92,,,,"221,538.41",20
STEEL_4,1,10:25:00,COPPER,4.65,,,107.60%,"5,000","100,000",STEEL,8,,,0,-0:25:00,4%,10.71,155.52,,,,"230,399.88",20
STEEL_5,1,10:05:00,COPPER,4.57,,,109.49%,"5,000","100,000",STEEL,11,,,0,-0:20:00,3.31%,10.87,185.04,,,,"238,016.47",20
STEEL_6,1,9:50:00,COPPER,4.50,,,111.17%,"5,000","100,000",STEEL,15,,,0,-0:15:00,2.54%,10.98,198.96,,,,"244,067.93",20
STEEL_7,1,9:35:00,COPPER,4.44,,,112.69%,"5,000","100,000",STEEL,20,,,0,-0:15:00,2.61%,11.11,212.16,,,,"250,434.50",20
STEEL_8,1,9:20:00,COPPER,4.38,,,114.07%,"5,000","100,000",STEEL,26,,,0,-0:15:00,2.68%,11.27,224.88,,,,"257,142.78",20
STEEL_9,1,9:10:00,COPPER,4.34,,,115.34%,"5,000","100,000",STEEL,34,,,0,-0:10:00,1.82%,11.35,248.40,,,,"261,818.49",20
STEEL_10,1,9:00:00,COPPER,4.29,,,116.51%,"5,000","100,000",STEEL,44,,,0,-0:10:00,1.85%,11.44,259.44,,,,"266,666.67",20
STEEL_11,1,8:52:00,COPPER,4.25,,,117.60%,"5,000","100,000",STEEL,56,,,0,-0:08:00,1.5%,11.51,280.08,,,,"270,677.02",20
STEEL_12,1,8:45:00,COPPER,4.22,,,118.62%,"5,000","100,000",STEEL,72,,,0,-0:07:00,1.33%,11.56,289.68,,,,"274,285.97",20
STEEL_13,1,8:39:00,COPPER,4.18,,,119.58%,"5,000","100,000",STEEL,91,,,0,-0:06:00,1.16%,11.60,308.16,,,,"277,456.39",20
STEEL_14,1,8:33:00,COPPER,4.15,,,120.48%,"5,000","100,000",STEEL,115,,,0,-0:06:00,1.17%,11.65,317.04,,,,"280,701.75",20
STEEL_15,1,8:27:00,COPPER,4.12,,,121.33%,"5,000","100,000",SCREWS,48,,,0,-0:06:00,1.18%,11.70,334.08,,,,"284,023.94",20
STEEL_16,1,8:20:00,COPPER,4.09,,,122.14%,"5,000","100,000",SCREWS,61,,,0,-0:07:00,1.4%,11.79,342.48,,,,"288,000.18",20
STEEL_17,1,8:15:00,COPPER,4.07,,,122.90%,"5,000","100,000",SCREWS,76,,,0,-0:05:00,1.01%,11.84,358.80,,,,"290,909.09",20
STEEL_18,1,8:10:00,COPPER,4.04,,,123.63%,"5,000","100,000",SCREWS,96,,,0,-0:05:00,1.02%,11.89,366.72,,,,"293,877.36",20
STEEL_19,1,8:05:00,COPPER,4.02,,,124.33%,"5,000","100,000",SCREWS,120,,,0,-0:05:00,1.03%,11.94,374.40,,,,"296,906.82",20
STEEL_20,1,8:00:00,COPPER,4.00,,,125.00%,"5,000","100,000",SCREWS,150,,,0,-0:05:00,1.04%,12.00,381.00,,,,"300,000.30",20
,,,,,,,,,,,,,,,,,,,,,,,
OXYGEN_1,1,15:00:00,ALGAE,3.00,,,100.00%,"18,500","135,000",ALGAE,1,,,0,0:00:00,0%,4.80,4.00,,,,"216,000.00",7
OXYGEN_2,2,25:00:00,ALGAE,5.94,,,101.05%,"35,000","135,000",SCREWS,3,,,1,10:00:00,20%,5.70,7.11,,,,"259,199.92",8
OXYGEN_3,2,21:00:00,ALGAE,5.88,,,102.06%,"35,000","135,000",SCREWS,4,,,0,-4:00:00,19.05%,6.72,8.00,,,,"308,571.43",8
OXYGEN_4,2,18:00:00,ALGAE,5.82,,,103.04%,"35,000","135,000",SCREWS,5,,,0,-3:00:00,16.67%,7.76,8.00,,,,"360,000.00",8
OXYGEN_5,3,26:00:00,ALGAE,8.66,,,103.97%,"51,000","135,000",SCREWS,7,,,1,8:00:00,3.85%,7.99,9.14,,,,"373,846.27",8
OXYGEN_6,3,23:00:00,ALGAE,8.58,,,104.88%,"51,000","135,000",SCREWS,9,,,0,-3:00:00,13.04%,8.95,10.67,,,,"422,608.84",8
OXYGEN_7,3,21:00:00,ALGAE,8.51,,,105.75%,"51,000","135,000",SCREWS,11,,,0,-2:00:00,9.52%,9.73,12.00,,,,"462,857.14",8
OXYGEN_8,3,20:00:00,ALGAE,8.44,,,106.59%,"51,000","135,000",SCREWS,13,,,0,-1:00:00,5%,10.13,12.52,,,,"486,000.19",8
OXYGEN_9,3,19:00:00,ALGAE,8.38,,,107.41%,"51,000","135,000",SCREWS,17,,,0,-1:00:00,5.26%,10.58,13.71,,,,"511,578.73",8
OXYGEN_10,4,25:00:00,ALGAE,11.09,,,108.20%,"67,400","135,000",SCREWS,21,,,1,6:00:00,1.33%,10.65,15.16,,,,"518,399.83",8
OXYGEN_11,4,22:00:00,ALGAE,11.01,,,108.97%,"67,400","135,000",SCREWS,25,,,0,-3:00:00,13.64%,12.01,15.16,,,,"589,090.69",8
OXYGEN_12,4,19:30:00,ALGAE,10.94,,,109.71%,"67,400","135,000",SCREWS,31,,,0,-2:30:00,12.82%,13.46,16.46,,,,"664,615.38",8
OXYGEN_13,4,17:30:00,ALGAE,10.87,,,110.44%,"67,400","135,000",SCREWS,38,,,0,-2:00:00,11.43%,14.90,18.00,,,,"740,571.09",8
OXYGEN_14,4,16:00:00,ALGAE,10.80,,,111.14%,"67,400","135,000",SCREWS,47,,,0,-1:30:00,9.37%,16.20,18.29,,,,"809,999.60",8
OXYGEN_15,5,19:00:00,ALGAE,13.41,,,111.83%,"83,500","135,000",SCREWS,58,,,1,3:00:00,5.26%,16.94,20.21,,,,"852,631.22",8
